"","id","fecha","usuario","municipio","direccion","especie","altura","diametro","longitude","latitude","estado","agente","x","y","año","mes"
"1",1,2019-07-06,"AYUNTAMIENTO ABADIÑO","ABADIÑO","OLALDE","AVISPA ASIÁTICA",0,1,-2.72508818521593,43.1410516265613,"CERRADA - ELIMINADO","BOMBEROS",38.9220516265613,3.89491181478407,"2019","07"
"2",2,2019-03-25,"BASALAN","ABADIÑO","MCDONALD'S ABADIÑO","AVISPA ASIÁTICA",8,10,-2.73413001297185,43.1572407240961,"CERRADA - ELIMINADO","BASALAN",38.9382407240961,3.88586998702815,"2019","03"
"3",3,2019-08-07,"AYUNTAMIENTO ABADIÑO","ABADIÑO","GEREDIAGA AUZOA 2  ","AVISPA COMÚN",2,2,-2.72551023133734,43.1547305224698,"CERRADA - ELIMINADO","BOMBEROS",38.9357305224698,3.89448976866266,"2019","08"
"4",4,2019-07-20,"AYUNTAMIENTO ABADIÑO","ABADIÑO","MUNTSARATZ Nº 19 A","AVISPA ASIÁTICA",4,20,-2.72252124904056,43.1385208696771,"CERRADA - ELIMINADO","BOMBEROS",38.9195208696771,3.89747875095944,"2019","07"
"5",5,2019-06-08,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ARRANKURRI KALEA 58  ","AVISPA ASIÁTICA",10,30,-2.73066135927915,43.1446317105063,"CERRADA - ELIMINADO","BOMBEROS",38.9256317105063,3.88933864072085,"2019","06"
"6",6,2019-08-22,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ASTOLA 66","AVISPA COMÚN",3,30,-2.73043736039222,43.1417376937754,"CERRADA - ELIMINADO","BOMBEROS",38.9227376937754,3.88956263960778,"2019","08"
"7",7,2019-08-27,"AYUNTAMIENTO ABADIÑO","ABADIÑO","SAGASTA","AVISPA ASIÁTICA",10,30,-2.72988998846325,43.1201706717181,"CERRADA - ELIMINADO","BOMBEROS",38.9011706717181,3.89011001153675,"2019","08"
"8",8,2019-09-20,"AYUNTAMIENTO ABADIÑO","ABADIÑO","OLALDE KALEA 6  ","AVISPA ASIÁTICA",2,10,-2.72546279916265,43.1407704320386,"CERRADA - ELIMINADO","BOMBEROS",38.9217704320386,3.89453720083735,"2019","09"
"9",9,2019-10-21,"AYUNTAMIENTO ABADIÑO","ABADIÑO","GAZTELUA","AVISPA ASIÁTICA",0,30,-2.71310751835237,43.1458898058575,"CERRADA - ELIMINADO","BOMBEROS",38.9268898058575,3.90689248164763,"2019","10"
"10",10,2019-04-11,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ABADIÑOBEASKOA KALEA 8  ","AVISPA ASIÁTICA",1,1,-2.72911063417322,43.1463282177172,"CERRADA - ELIMINADO","BOMBEROS",38.9273282177172,3.89088936582678,"2019","04"
"11",11,2018-09-27,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ARZUBIA 16 ABADIÑO","AVISPA ASIÁTICA",3,30,-2.73240565909821,43.1543916505471,"CERRADA - ELIMINADO","BOMBEROS",38.9353916505471,3.88759434090179,"2018","09"
"12",12,2018-09-24,"AYUNTAMIENTO ABADIÑO","ABADIÑO","SAGASTA AUZOA 6 ABADIÑO","AVISPA ASIÁTICA",5,15,-2.7300259466704,43.1198062427065,"CERRADA - ELIMINADO","BOMBEROS",38.9008062427065,3.8899740533296,"2018","09"
"13",13,2018-08-23,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ASTOLA 64 A","AVISPA ASIÁTICA",6,1,-2.72896649148895,43.1431237739821,"CERRADA - ELIMINADO","BOMBEROS",38.9241237739821,3.89103350851105,"2018","08"
"14",14,2018-08-21,"AYUNTAMIENTO ABADIÑO","ABADIÑO","MENDIOLA 10B ABADIÑO","AVISPA COMÚN",13,60,-2.74027037941052,43.1255975017666,"CERRADA - ELIMINADO","BOMBEROS",38.9065975017666,3.87972962058948,"2018","08"
"15",15,2018-08-17,"AYUNTAMIENTO ABADIÑO","ABADIÑO","SAGASTA 6 ABADIÑO","AVISPA ASIÁTICA",4,50,-2.73009044884862,43.1196278489563,"CERRADA - ELIMINADO","BOMBEROS",38.9006278489563,3.88990955115138,"2018","08"
"16",16,2018-08-16,"AYUNTAMIENTO ABADIÑO","ABADIÑO","OLALDE Nº4-3ºA ABADIÑO","AVISPA ASIÁTICA",15,100,-2.72539598483945,43.1406058317165,"CERRADA - ELIMINADO","BOMBEROS",38.9216058317165,3.89460401516055,"2018","08"
"17",17,2018-10-08,"AYUNTAMIENTO ABADIÑO","ABADIÑO","BARRIO ARTA SN","AVISPA ASIÁTICA",5,15,-2.73245571166771,43.1454851691214,"CERRADA - ELIMINADO","BOMBEROS",38.9264851691214,3.88754428833229,"2018","10"
"18",18,2018-08-08,"AYUNTAMIENTO ABADIÑO","ABADIÑO","KAMIÑOPEA 6-5º IZD ABADIÑO","ABEJA",8,10,-2.72423591706673,43.1390934920811,"CERRADA - ELIMINADO","BOMBEROS",38.9200934920811,3.89576408293327,"2018","08"
"19",19,2018-07-08,"AYUNTAMIENTO ABADIÑO","ABADIÑO","MUNTSARATZ 45 ABADIÑO","AVISPA ASIÁTICA",12,30,-2.71983196826705,43.1341200125987,"CERRADA - ELIMINADO","BOMBEROS",38.9151200125987,3.90016803173295,"2018","07"
"20",20,2018-02-08,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ABADIÑO LEBARIO 6 ABADIÑO BIZKAIA","AVISPA ASIÁTICA",10,10,-2.72319871023211,43.1537933241877,"CERRADA - NO ELIMINABLE","BOMBEROS",38.9347933241877,3.89680128976789,"2018","02"
"21",21,2018-07-20,"BASALAN","ABADIÑO","MUNTSARATS 60","AVISPA ASIÁTICA",12,40,-2.72406045706624,43.1365910442177,"CERRADA - ELIMINADO","BOMBEROS",38.9175910442177,3.89593954293376,"2018","07"
"22",22,2018-07-20,"BASALAN","ABADIÑO","MUNTSARATZ 8","AVISPA ASIÁTICA",6,60,-2.72795469884539,43.147706083918,"CERRADA - ELIMINADO","BOMBEROS",38.928706083918,3.89204530115461,"2018","07"
"23",23,2018-07-20,"BASALAN","ABADIÑO","TRAÑABARREN HIRIBIDEA, 33","ABEJA",7,10,-2.72949250295012,43.1544763578632,"CERRADA - ELIMINADO","BOMBEROS",38.9354763578632,3.89050749704988,"2018","07"
"24",24,2019-05-30,"AYUNTAMIENTO ABADIÑO","ABADIÑO","AL LADO DE TORREBURU Nº10","AVISPA ASIÁTICA",6,30,-2.73021386551678,43.1407778723032,"CERRADA - ELIMINADO","BASALAN",38.9217778723032,3.88978613448322,"2019","05"
"25",25,2019-07-06,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ARLOZABAL","AVISPA ASIÁTICA",2,10,-2.72524023643789,43.1393871862125,"CERRADA - ELIMINADO","BASALAN",38.9203871862125,3.89475976356211,"2019","07"
"26",39,2018-11-23,"BASALAN","ABADIÑO","GEREDIAGA1 BAJO","AVISPA ASIÁTICA",0,10,-2.9290100824635,43.2259226555938,"CERRADA - ELIMINADO","BASALAN",39.0069226555938,3.6909899175365,"2018","11"
"27",26,2019-08-07,"AYUNTAMIENTO ABADIÑO","ABADIÑO","BI-3341 11  ","AVISPA COMÚN",1,2,-2.72551023133734,43.1547305224698,"CERRADA - NO ELIMINABLE","AYUNTAMIENTO ",38.9357305224698,3.89448976866266,"2019","08"
"28",27,2019-07-17,"AYUNTAMIENTO ABADIÑO","ABADIÑO","GEREDIAGA 17","AVISPA ASIÁTICA",10,30,-2.72744969619901,43.1607287743929,"CERRADA - ELIMINADO","BASALAN",38.9417287743929,3.89255030380099,"2019","07"
"29",28,2019-07-22,"BASALAN","ABADIÑO","   ","AVISPA ASIÁTICA",1,10,-2.72748175916393,43.1627047891854,"CERRADA - ELIMINADO","BASALAN",38.9437047891854,3.89251824083607,"2019","07"
"30",29,2019-07-30,"AYUNTAMIENTO ABADIÑO","ABADIÑO","IRAZOLA Nº7","AVISPA ASIÁTICA",6,20,-2.72397677680553,43.1258856929593,"CERRADA - ELIMINADO","BASALAN",38.9068856929593,3.89602322319447,"2019","07"
"31",30,2019-06-08,"AYUNTAMIENTO ABADIÑO","ABADIÑO","MUNTSARATZ Nº 22","AVISPA ASIÁTICA",6,20,-2.72826623848898,43.129434723827,"CERRADA - NO ELIMINABLE","BASALAN",38.910434723827,3.89173376151102,"2019","06"
"32",31,2019-08-19,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ASTOLA Nº1","AVISPA ASIÁTICA",12,60,-2.72900593972699,43.1538288470189,"CERRADA - ELIMINADO","BASALAN",38.9348288470189,3.89099406027301,"2019","08"
"33",32,2019-08-20,"AYUNTAMIENTO ABADIÑO","ABADIÑO","GEREDIAGA  Nº2","AVISPA ASIÁTICA",1,45,-2.7254358383407,43.1544130663148,"CERRADA - ELIMINADO","BASALAN",38.9354130663148,3.8945641616593,"2019","08"
"34",33,2019-08-27,"AYUNTAMIENTO ABADIÑO","ABADIÑO","IRAZOLA AUZOA 7  ","AVISPA ASIÁTICA",8,10,-2.72402725885074,43.1258686100286,"CERRADA - ELIMINADO","BASALAN",38.9068686100286,3.89597274114926,"2019","08"
"35",34,2019-08-27,"AYUNTAMIENTO ABADIÑO","ABADIÑO","N-636 18  ","AVISPA ASIÁTICA",16,80,-2.72797004198493,43.1415085213411,"CERRADA - ELIMINADO","BASALAN",38.9225085213411,3.89202995801507,"2019","08"
"36",35,2019-06-09,"AYUNTAMIENTO ABADIÑO","ABADIÑO","LEKUA BARRIO MUNTSARATZ 36C  ","AVISPA ASIÁTICA",10,50,-2.72517279415924,43.1378794953828,"CERRADA - ELIMINADO","BASALAN",38.9188794953828,3.89482720584076,"2019","06"
"37",36,2019-12-09,"AYUNTAMIENTO ABADIÑO","ABADIÑO","MURUETA Nº8","AVISPA ASIÁTICA",4,20,-2.73542644113338,43.1576660430525,"CERRADA - ELIMINADO","BASALAN",38.9386660430525,3.88457355886662,"2019","12"
"38",37,2019-09-30,"AYUNTAMIENTO ABADIÑO","ABADIÑO","GAZTELUA Nº12","AVISPA ASIÁTICA",3,40,-2.72312768495848,43.1482281045286,"CERRADA - ELIMINADO","BASALAN",38.9292281045286,3.89687231504152,"2019","09"
"39",38,2019-11-11,"AYUNTAMIENTO ABADIÑO","ABADIÑO","GAZTELUA AUZOA 10  ","AVISPA ASIÁTICA",6,30,-2.7226418430693,43.1474491506153,"CERRADA - ELIMINADO","BASALAN",38.9284491506153,3.8973581569307,"2019","11"
"41",41,2018-10-29,"AYUNTAMIENTO ABADIÑO","ABADIÑO","GAZTELUA 12 ABADIÑO","AVISPA ASIÁTICA",6,5,-2.72150854113746,43.1445561609092,"CERRADA - ELIMINADO","BASALAN",38.9255561609092,3.89849145886254,"2018","10"
"42",42,2018-10-22,"AYUNTAMIENTO ABADIÑO","ABADIÑO","SOLOZABAL 1 ABADIÑO","AVISPA ASIÁTICA",1,4,-2.72706586352292,43.1424945490147,"CERRADA - ELIMINADO","BASALAN",38.9234945490147,3.89293413647709,"2018","10"
"43",43,2018-10-17,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ASTOLA ABADIÑO","AVISPA ASIÁTICA",10,40,-2.72990512775108,43.1463840740631,"CERRADA - ELIMINADO","BASALAN",38.9273840740631,3.89009487224892,"2018","10"
"44",44,2018-10-16,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ASTOLA 2 ABADIÑO","AVISPA ASIÁTICA",3,6,-2.73044304745949,43.1533933330569,"CERRADA - ELIMINADO","BASALAN",38.9343933330569,3.88955695254051,"2018","10"
"45",45,2018-09-27,"AYUNTAMIENTO ABADIÑO","ABADIÑO","MUNTSARATZ 46 ABADIÑO","AVISPA ASIÁTICA",1,20,-2.72431373378537,43.1362282011339,"CERRADA - ELIMINADO","BASALAN",38.9172282011339,3.89568626621463,"2018","09"
"46",46,2018-09-20,"AYUNTAMIENTO ABADIÑO","ABADIÑO","MUNTSARATZ 22 ABADIÑO","AVISPA ASIÁTICA",4,50,-2.72377792740381,43.1369553254931,"CERRADA - NO ELIMINABLE","BASALAN",38.9179553254931,3.89622207259619,"2018","09"
"47",47,2018-09-20,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ABADIÑOBEASKOA 8 ABADIÑO","AVISPA ASIÁTICA",8,30,-2.72966540904719,43.1467242921453,"CERRADA - NO ELIMINABLE","BASALAN",38.9277242921452,3.89033459095281,"2018","09"
"48",48,2018-09-20,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ARZUBIA 16 ABADIÑO","AVISPA ASIÁTICA",1,30,-2.73240565909821,43.1543916505471,"CERRADA - ELIMINADO","BASALAN",38.9353916505471,3.88759434090179,"2018","09"
"49",49,2018-09-20,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ASTOLA 64 ABADIÑO","AVISPA ASIÁTICA",2,25,-2.73200647084738,43.1452955554338,"CERRADA - ELIMINADO","BASALAN",38.9262955554338,3.88799352915262,"2018","09"
"51",51,2018-09-13,"AYUNTAMIENTO ABADIÑO","ABADIÑO","GAZTELUA 34 ABADIÑO","AVISPA ASIÁTICA",20,60,-2.72251527347763,43.1494771171615,"CERRADA - ELIMINADO","BASALAN",38.9304771171615,3.89748472652237,"2018","09"
"52",52,2018-08-30,"AYUNTAMIENTO ABADIÑO","ABADIÑO","GAZTELUA AUZOA 15 (48220)","AVISPA ASIÁTICA",0,15,-2.71223252978528,43.1467212732333,"CERRADA - ELIMINADO","BASALAN",38.9277212732333,3.90776747021472,"2018","08"
"53",53,2018-08-30,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ETXEAZPIA 2","AVISPA ASIÁTICA",20,5,-2.72524366832915,43.1391607333363,"CERRADA - ELIMINADO","BASALAN",38.9201607333363,3.89475633167085,"2018","08"
"54",54,2018-08-30,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ARRANKURRI 41","AVISPA ASIÁTICA",3,30,-2.73043796955296,43.143525940349,"CERRADA - ELIMINADO","BASALAN",38.924525940349,3.88956203044704,"2018","08"
"55",55,2018-08-23,"AYUNTAMIENTO ABADIÑO","ABADIÑO","MENDIOLA 12","AVISPA ASIÁTICA",1,20,-2.7344039103429,43.1209933533777,"CERRADA - ELIMINADO","BASALAN",38.9019933533777,3.8855960896571,"2018","08"
"56",56,2018-08-22,"AYUNTAMIENTO ABADIÑO","ABADIÑO","MENDIOLA AUZOA 60","AVISPA ASIÁTICA",5,20,-2.74013949220896,43.1343786016153,"CERRADA - ELIMINADO","BASALAN",38.9153786016153,3.87986050779104,"2018","08"
"57",57,2018-08-20,"AYUNTAMIENTO ABADIÑO","ABADIÑO","MUNTSARATZ OLA ABADIÑO","AVISPA ASIÁTICA",15,35,-2.72490851973585,43.1430458537896,"CERRADA - ELIMINADO","BASALAN",38.9240458537896,3.89509148026415,"2018","08"
"58",58,2018-08-20,"AYUNTAMIENTO ABADIÑO","ABADIÑO","MENDIOLA AUZOA 12","AVISPA ASIÁTICA",2,15,-2.73591207317602,43.1301400561807,"CERRADA - ELIMINADO","BASALAN",38.9111400561807,3.88408792682398,"2018","08"
"59",59,2018-08-16,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ARRANKURRI 56 ABADIÑO","AVISPA ASIÁTICA",0,40,-2.73001176753652,43.1443935512082,"CERRADA - ELIMINADO","BASALAN",38.9253935512082,3.88998823246348,"2018","08"
"61",61,2018-08-14,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ALFREDO BAESCHLIN 30 ABADIÑO","AVISPA ASIÁTICA",0,50,-2.72689483150361,43.1394883434676,"CERRADA - ELIMINADO","BASALAN",38.9204883434676,3.89310516849639,"2018","08"
"62",62,2018-08-13,"AYUNTAMIENTO ABADIÑO","ABADIÑO","OLALDE 4-3º A ABADIÑO","AVISPA ASIÁTICA",3,25,-2.72544528304722,43.1407128983948,"CERRADA - NO ELIMINABLE","BASALAN",38.9217128983948,3.89455471695278,"2018","08"
"63",63,2018-09-08,"AYUNTAMIENTO ABADIÑO","ABADIÑO","EREZENA 7-2º B-DCH ABADIÑO","AVISPA ASIÁTICA",40,30,-2.72998916239712,43.1553277110661,"CERRADA - ELIMINADO","BASALAN",38.9363277110661,3.89001083760288,"2018","09"
"64",64,2018-08-08,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ALFREDO BAESCHLIN 16 ABADIÑO","AVISPA ASIÁTICA",7,40,-2.72802917600246,43.1416661989051,"CERRADA - ELIMINADO","BASALAN",38.9226661989051,3.89197082399754,"2018","08"
"65",65,2018-08-08,"AYUNTAMIENTO ABADIÑO","ABADIÑO","TORREBURU 2 ABADIÑO","AVISPA ASIÁTICA",4,40,-2.72854407523182,43.1421445462361,"CERRADA - ELIMINADO","BASALAN",38.9231445462361,3.89145592476818,"2018","08"
"66",66,2018-07-08,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ARZUBIA 3 ABADIÑO","AVISPA ASIÁTICA",0,10,-2.73043879697911,43.1581882475703,"CERRADA - ELIMINADO","BASALAN",38.9391882475703,3.88956120302089,"2018","07"
"67",67,2018-02-08,"AYUNTAMIENTO ABADIÑO","ABADIÑO","GAZTELUA 20 ABADIÑO","AVISPA ASIÁTICA",10,20,-2.72251527347763,43.1494771171615,"CERRADA - ELIMINADO","BASALAN",38.9304771171615,3.89748472652237,"2018","02"
"68",68,2018-02-08,"AYUNTAMIENTO ABADIÑO","ABADIÑO","LAUBIDETA KALEA, 14","AVISPA ASIÁTICA",6,20,-2.72813167431798,43.1580754070512,"CERRADA - ELIMINADO","BASALAN",38.9390754070512,3.89186832568202,"2018","02"
"69",69,2018-02-08,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ASTOLA 33 ABADIÑO","AVISPA ASIÁTICA",12,50,-2.73016140866595,43.1453423563308,"CERRADA - ELIMINADO","BASALAN",38.9263423563308,3.88983859133405,"2018","02"
"70",70,2018-07-30,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ASTOLA AUZOA, 56, ABADIÑO, ESPAÑA","AVISPA ASIÁTICA",20,10,-2.73147273296803,43.1462122091954,"CERRADA - ELIMINADO","BASALAN",38.9272122091954,3.88852726703197,"2018","07"
"73",73,2018-12-07,"AYUNTAMIENTO ABADIÑO","ABADIÑO","Bº GEREDIAGA Nº 15","AVISPA ASIÁTICA",17,70,-2.72683676093156,43.1593067049302,"CERRADA - NO ELIMINABLE","BASALAN",38.9403067049302,3.89316323906844,"2018","12"
"74",74,2018-11-07,"AYUNTAMIENTO ABADIÑO","ABADIÑO","GEREDIAGA AUZOA, 2","AVISPA ASIÁTICA",8,40,-2.727900490859,43.1606555256564,"CERRADA - NO ELIMINABLE","BASALAN",38.9416555256564,3.892099509141,"2018","11"
"75",75,2018-09-07,"AYUNTAMIENTO ABADIÑO","ABADIÑO","MUNTSARATZ AUZOA, 10, MUNTSARATZ, ESPAÑA","AVISPA ASIÁTICA",5,30,-2.72354814876343,43.1383827610756,"CERRADA - ELIMINADO","BASALAN",38.9193827610756,3.89645185123657,"2018","09"
"76",76,2018-09-07,"AYUNTAMIENTO ABADIÑO","ABADIÑO","MENDIOLA AUZOA","AVISPA ASIÁTICA",5,30,-2.73833941912507,43.1304445296077,"CERRADA - ELIMINADO","BASALAN",38.9114445296077,3.88166058087493,"2018","09"
"77",77,2018-06-07,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ARRANKURRI KALEA, 50","AVISPA ASIÁTICA",20,50,-2.73017656052368,43.1440205105722,"CERRADA - ELIMINADO","BASALAN",38.9250205105722,3.88982343947632,"2018","06"
"78",78,2018-03-07,"AYUNTAMIENTO ABADIÑO","ABADIÑO","ASTOLA AUZOA, 46","AVISPA ASIÁTICA",10,40,-2.7306195686693,43.1491151610147,"CERRADA - ELIMINADO","BASALAN",38.9301151610147,3.8893804313307,"2018","03"
"79",79,2018-05-29,"BOMBEROS","ABADIÑO","LAUBIDETA 10 5DERECHA","AVISPA ASIÁTICA",8,20,-2.72848318393218,43.1583646301513,"PENDIENTE DE GRUPO","AYUNTAMIENTO",38.9393646301513,3.89151681606782,"2018","05"
"80",80,2018-01-06,"BASALAN","ABADIÑO","PIERBURG SA","AVISPA ASIÁTICA",15,60,-2.72817899236335,43.1560734836302,"CERRADA - ELIMINADO","BASALAN",38.9370734836302,3.89182100763665,"2018","01"
"81",81,2018-05-31,"BASALAN","ABADIÑO","ARRANKURRI KALEA, 12","AVISPA ASIÁTICA",15,60,-2.72904751933444,43.1422439007119,"CERRADA - ELIMINADO","BASALAN",38.9232439007119,3.89095248066556,"2018","05"
"82",82,2018-05-31,"BASALAN","ABADIÑO","MENDIOLA AUZOA 25","AVISPA ASIÁTICA",20,50,-2.73439672989248,43.1212930460079,"CERRADA - ELIMINADO","BASALAN",38.9022930460079,3.88560327010752,"2018","05"
"90",90,2019-05-15,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","COTARRO AUZOA 49  ","AVISPA ASIÁTICA",1,1,-3.01273337252483,43.2637686965167,"CERRADA - ELIMINADO","BASALAN",39.0447686965167,3.60726662747517,"2019","05"
"91",91,2019-06-17,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","EL CAMPILLO AUZOA 85  ","AVISPA ASIÁTICA",1,1,-3.0159774190244,43.2546180391521,"CERRADA - ELIMINADO","BOMBEROS",39.0356180391521,3.6040225809756,"2019","06"
"92",92,2019-06-24,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","EUSKO GUDARIAK PLAZA 2  ","ABEJA",1,1,-3.00986719321511,43.2630258537233,"CERRADA - ELIMINADO","BOMBEROS",39.0440258537233,3.61013280678489,"2019","06"
"93",93,2019-02-09,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","SANFUENTES AUZOA 87  ","AVISPA ASIÁTICA",10,50,-3.010994585164,43.2715898024911,"CERRADA - ELIMINADO","BOMBEROS",39.0525898024911,3.609005414836,"2019","02"
"94",94,2019-09-19,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","EL CERRO S/N","AVISPA ASIÁTICA",1,1,-3.0104719327348,43.2655035563807,"CERRADA - ELIMINADO","BOMBEROS",39.0465035563807,3.6095280672652,"2019","09"
"95",95,2018-11-20,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","LUGAR BARRIO COTARRO 11 (48500)","AVISPA ASIÁTICA",8,10,-3.01061478124594,43.2613092046885,"CERRADA - ELIMINADO","BOMBEROS",39.0423092046885,3.60938521875406,"2018","11"
"96",96,2018-10-14,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","COTARRO AUZOA","AVISPA ASIÁTICA",2,15,-3.01054637516359,43.2612540679989,"CERRADA - ELIMINADO","BOMBEROS",39.0422540679989,3.60945362483641,"2018","10"
"97",97,2018-09-16,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","NUEVA AVENIDA 3","AVISPA ASIÁTICA",2,15,-3.01108772752262,43.2644193403769,"CERRADA - ELIMINADO","BOMBEROS",39.0454193403769,3.60891227247738,"2018","09"
"98",98,2018-09-14,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","MONTELLANO Nº30","AVISPA ASIÁTICA",1,25,-3.01022001075156,43.2686030037654,"CERRADA - ELIMINADO","BOMBEROS",39.0496030037654,3.60977998924844,"2018","09"
"99",99,2018-09-14,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO LA HERA","AVISPA ASIÁTICA",8,25,-3.01709634270962,43.2620616765674,"CERRADA - NO ELIMINABLE","BOMBEROS",39.0430616765674,3.60290365729038,"2018","09"
"100",100,2018-12-09,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","BARRIO LOREDO 30","AVISPA ASIÁTICA",20,40,-3.00795239247568,43.2613363904167,"CERRADA - NO ELIMINABLE","BOMBEROS",39.0423363904167,3.61204760752432,"2018","12"
"101",101,2019-03-06,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","LUGAR BARRIO LA BALASTERA 1D  ","AVISPA ASIÁTICA",0,1,-3.01396471026141,43.2587378968436,"CERRADA - ELIMINADO","BASALAN",39.0397378968436,3.60603528973859,"2019","03"
"102",102,2018-10-09,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","CALLE ASKARZA ISUSI, 8","AVISPA ASIÁTICA",2,15,-3.0236059616781,43.2627915205181,"CERRADA - ELIMINADO","BOMBEROS",39.0437915205181,3.5963940383219,"2018","10"
"103",103,2018-06-09,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","CARRETERA DE CIRCUNVALACION","AVISPA ASIÁTICA",1,40,-3.01413500917369,43.2622698278797,"CERRADA - ELIMINADO","BOMBEROS",39.0432698278797,3.60586499082631,"2018","06"
"104",104,2018-04-09,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","COTARRO ","AVISPA ASIÁTICA",8,5,-3.01111099948701,43.261279217184,"CERRADA - ELIMINADO","BOMBEROS",39.042279217184,3.60888900051299,"2018","04"
"105",105,2018-08-30,"BOMBEROS","ABANTO Y CIERVANA-ABANTO ZIERBENA","RESIDENCIAL ATXIGA 29-30","AVISPA COMÚN",4,2,-3.0076479651246,43.2677303260267,"CERRADA - ELIMINADO","BOMBEROS",39.0487303260267,3.6123520348754,"2018","08"
"106",106,2018-08-08,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","EL MINERO HIRIBIDEA","AVISPA ASIÁTICA",5,30,-3.00985349017905,43.2590861700168,"CERRADA - ELIMINADO","BOMBEROS",39.0400861700168,3.61014650982095,"2018","08"
"107",107,2018-01-08,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","URBANIZACION MONTELLANO Nº 21-A","AVISPA ASIÁTICA",1,40,-3.00973945002398,43.2686541336119,"CERRADA - ELIMINADO","BOMBEROS",39.0496541336119,3.61026054997602,"2018","01"
"108",108,2018-07-27,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","C/. EL CERRO ","AVISPA ASIÁTICA",35,60,-3.01085733723021,43.2649761099679,"CERRADA - ELIMINADO","BOMBEROS",39.0459761099679,3.60914266276979,"2018","07"
"109",109,2018-07-22,"AYUNTAMIENTO ABANTO Y CIERVANA-ABANTO ZIERBENA","ABANTO Y CIERVANA-ABANTO ZIERBENA","AVENIDA EL MINERO Nº 34","AVISPA ASIÁTICA",25,59,-3.01044691248909,43.2621107673347,"CERRADA - ELIMINADO","BOMBEROS",39.0431107673347,3.60955308751091,"2018","07"
